Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.03    0.10 7048819/8452165     __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > > std::__unguarded_partition<__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >, CountPair>(__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >, __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >, CountPair const&) [7]
[9]     12.6    0.04    0.12 8452165         CountPair::operator<(CountPair const&) const [9]
                0.06    0.00 5024880/6129438     __gnu_cxx::__enable_if<std::__is_char<char>::__value, bool>::__type std::operator==<char>(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [18]
                0.06    0.00 11663588/11663588     bool std::operator< <char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [27]
-----------------------------------------------
                0.02    0.12  355717/355717      std::__detail::_Map_base<std::string, std::pair<std::string const, long>, std::_Select1st<std::pair<std::string const, long> >, true, std::_Hashtable<std::string, std::pair<std::string const, long>, std::allocator<std::pair<std::string const, long> >, std::_Select1st<std::pair<std::string const, long> >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, false, false, true> >::operator[](std::string const&) [8]
[10]    10.7    0.02    0.12  355717         std::__detail::_Hashtable_iterator<std::pair<std::string const, long>, false, false> std::_Hashtable<std::string, std::pair<std::string const, long>, std::allocator<std::pair<std::string const, long> >, std::_Select1st<std::pair<std::string const, long> >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, false, false, true>::_M_insert_bucket<std::pair<std::string, long> >(std::pair<std::string, long>&&, unsigned long, unsigned long) [10]
                0.02    0.05  355717/382001      std::__detail::_Prime_rehash_policy::_M_need_rehash(unsigned long, unsigned long, unsigned long) const [17]
                0.01    0.02   11456/11456       std::_Hashtable<std::string, std::pair<std::string const, long>, std::allocator<std::pair<std::string const, long> >, std::_Select1st<std::pair<std::string const, long> >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, false, false, true>::_M_rehash(unsigned long) [51]
                0.00    0.01  355717/355717      std::__detail::_Hashtable_iterator<std::pair<std::string const, long>, false, false>::_Hashtable_iterator(std::__detail::_Hash_node<std::pair<std::string const, long>, false>*, std::__detail::_Hash_node<std::pair<std::string const, long>, false>**) [142]
                0.00    0.00  355717/775772      std::pair<bool, unsigned long>::pair<bool, unsigned long>(std::pair<bool, unsigned long>&&) [124]
                0.00    0.00  355717/355717      std::__detail::_Hash_node<std::pair<std::string const, long>, false>* std::_Hashtable<std::string, std::pair<std::string const, long>, std::allocator<std::pair<std::string const, long> >, std::_Select1st<std::pair<std::string const, long> >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, false, false, true>::_M_allocate_node<std::pair<std::string, long> >(std::pair<std::string, long>&&) [204]
                0.00    0.00   11456/534316      std::__detail::_Hash_code_base<std::string, std::pair<std::string const, long>, std::_Select1st<std::pair<std::string const, long> >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::string const&, unsigned long, unsigned long) const [103]
                0.00    0.00  355717/1422868     std::pair<std::string, long>&& std::forward<std::pair<std::string, long> >(std::remove_reference<std::pair<std::string, long> >::type&) [269]
                0.00    0.00  355717/355717      std::__detail::_Hash_code_base<std::string, std::pair<std::string const, long>, std::_Select1st<std::pair<std::string const, long> >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_store_code(std::__detail::_Hash_node<std::pair<std::string const, long>, false>*, unsigned long) const [311]
                0.00    0.00   11456/11456       std::pair<std::string, long>::first_type& std::_Select1st<std::pair<std::string const, long> >::operator()<std::pair<std::string, long> >(std::pair<std::string, long>&) const [480]
-----------------------------------------------
                0.00    0.13  522860/522860      paragraphCounts(std::unordered_map<std::string, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > >, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > > > >&, std::vector<std::string, std::allocator<std::string> >&, unsigned long) [3]
[11]     9.9    0.00    0.13  522860         std::__detail::_Map_base<std::string, std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > >, std::_Select1st<std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > > >, true, std::_Hashtable<std::string, std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > >, std::allocator<std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > > >, std::_Select1st<std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > > >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, false, false, true> >::operator[](std::string const&) [11]
                0.03    0.02  522860/522860      std::_Hashtable<std::string, std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > >, std::allocator<std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > > >, std::_Select1st<std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > > >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, false, false, true>::_M_find_node(std::__detail::_Hash_node<std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > >, false>*, std::string const&, unsigned long) const [31]
                0.00    0.02    5859/5859        std::pair<std::__decay_and_strip<std::string const&>::__type, std::__decay_and_strip<std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > >::__type> std::make_pair<std::string const&, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > >(std::string const&, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > >&&) [75]
                0.01    0.01  522860/522869      std::__detail::_Hash_code_base<std::string, std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > >, std::_Select1st<std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > > >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::string const&, unsigned long, unsigned long) const [87]
                0.00    0.01    5859/11718       std::pair<std::string, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > >::~pair() [55]
                0.00    0.01    5859/29295       std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > >::~unordered_map() [23]
                0.00    0.01    5859/5859        std::__detail::_Hashtable_iterator<std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > >, false, false> std::_Hashtable<std::string, std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > >, std::allocator<std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > > >, std::_Select1st<std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > > >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, false, false, true>::_M_insert_bucket<std::pair<std::string, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > > >(std::pair<std::string, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > >&&, unsigned long, unsigned long) [160]
                0.00    0.00    5859/5859        std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > >::unordered_map(unsigned long, std::hash<std::string> const&, std::equal_to<std::string> const&, std::allocator<std::pair<std::string const, long> > const&) [187]
                0.00    0.00  522860/522860      std::__detail::_Hash_code_base<std::string, std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > >, std::_Select1st<std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > > >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_hash_code(std::string const&) const [190]
