Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
 [580] __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > >, false>*>::~new_allocator() [80] std::_Hashtable<std::string, std::pair<std::string const, long>, std::allocator<std::pair<std::string const, long> >, std::_Select1st<std::pair<std::string const, long> >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, false, false, true>::_M_allocate_buckets(unsigned long) [369] std::iterator_traits<unsigned long const*>::difference_type std::__distance<unsigned long const*>(unsigned long const*, unsigned long const*, std::random_access_iterator_tag)
 [373] __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<std::string const, long>, false>*>::deallocate(std::__detail::_Hash_node<std::pair<std::string const, long>, false>**, unsigned long) [20] std::_Hashtable<std::string, std::pair<std::string const, long>, std::allocator<std::pair<std::string const, long> >, std::_Select1st<std::pair<std::string const, long> >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, false, false, true>::_M_deallocate_nodes(std::__detail::_Hash_node<std::pair<std::string const, long>, false>**, unsigned long) [110] void std::__pop_heap<__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > > >(__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >, __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >, __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >)
 [374] __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<std::string const, long>, false>*>::allocate(unsigned long, void const*) [376] std::_Hashtable<std::string, std::pair<std::string const, long>, std::allocator<std::pair<std::string const, long> >, std::_Select1st<std::pair<std::string const, long> >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, false, false, true>::_M_deallocate_buckets(std::__detail::_Hash_node<std::pair<std::string const, long>, false>**, unsigned long) [271] CountPair* std::__addressof<CountPair>(CountPair&)
 [344] __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<std::string const, long>, false>*>::new_allocator() [232] std::_Hashtable<std::string, std::pair<std::string const, long>, std::allocator<std::pair<std::string const, long> >, std::_Select1st<std::pair<std::string const, long> >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, false, false, true>::end() [273] std::string* std::__addressof<std::string>(std::string&)
 [345] __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<std::string const, long>, false>*>::~new_allocator() [233] std::_Hashtable<std::string, std::pair<std::string const, long>, std::allocator<std::pair<std::string const, long> >, std::_Select1st<std::pair<std::string const, long> >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, false, false, true>::begin() [556] std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > >* std::__addressof<std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > > >(std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > >&)
 [377] __gnu_cxx::new_allocator<std::string>::deallocate(std::string*, unsigned long) [21] std::_Hashtable<std::string, std::pair<std::string const, long>, std::allocator<std::pair<std::string const, long> >, std::_Select1st<std::pair<std::string const, long> >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, false, false, true>::clear() [315] std::pair<std::string const, long>* std::__addressof<std::pair<std::string const, long> >(std::pair<std::string const, long>&)
 [141] __gnu_cxx::new_allocator<std::string>::allocate(unsigned long, void const*) [51] std::_Hashtable<std::string, std::pair<std::string const, long>, std::allocator<std::pair<std::string const, long> >, std::_Select1st<std::pair<std::string const, long> >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, false, false, true>::_M_rehash(unsigned long) [98] std::pair<std::string, std::string>* std::__addressof<std::pair<std::string, std::string> >(std::pair<std::string, std::string>&)
 [428] __gnu_cxx::new_allocator<std::string>::construct(std::string*, std::string const&) [113] std::_Hashtable<std::string, std::pair<std::string const, long>, std::allocator<std::pair<std::string const, long> >, std::_Select1st<std::pair<std::string const, long> >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, false, false, true>::_Hashtable(std::_Hashtable<std::string, std::pair<std::string const, long>, std::allocator<std::pair<std::string const, long> >, std::_Select1st<std::pair<std::string const, long> >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, false, false, true>&&) [341] std::vector<std::string, std::allocator<std::string> >* std::__addressof<std::vector<std::string, std::allocator<std::string> > >(std::vector<std::string, std::allocator<std::string> >&)
 [210] void __gnu_cxx::new_allocator<std::string>::construct<std::string>(std::string*, std::string&&) [44] std::_Hashtable<std::string, std::pair<std::string const, long>, std::allocator<std::pair<std::string const, long> >, std::_Select1st<std::pair<std::string const, long> >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, false, false, true>::_Hashtable(std::_Hashtable<std::string, std::pair<std::string const, long>, std::allocator<std::pair<std::string const, long> >, std::_Select1st<std::pair<std::string const, long> >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, false, false, true> const&) [118] void std::__push_heap<__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >, long, CountPair>(__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >, long, long, CountPair)
 [358] __gnu_cxx::new_allocator<std::string>::new_allocator(__gnu_cxx::new_allocator<std::string> const&) [186] std::_Hashtable<std::string, std::pair<std::string const, long>, std::allocator<std::pair<std::string const, long> >, std::_Select1st<std::pair<std::string const, long> >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, false, false, true>::_Hashtable(unsigned long, std::hash<std::string> const&, std::__detail::_Mod_range_hashing const&, std::__detail::_Default_ranged_hash const&, std::equal_to<std::string> const&, std::_Select1st<std::pair<std::string const, long> > const&, std::allocator<std::pair<std::string const, long> > const&) [195] unsigned long const* std::lower_bound<unsigned long const*, float>(unsigned long const*, unsigned long const*, float const&)
 [398] __gnu_cxx::new_allocator<std::string>::new_allocator() [22] std::_Hashtable<std::string, std::pair<std::string const, long>, std::allocator<std::pair<std::string const, long> >, std::_Select1st<std::pair<std::string const, long> >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, false, false, true>::~_Hashtable() [180] unsigned long const* std::lower_bound<unsigned long const*, unsigned long>(unsigned long const*, unsigned long const*, unsigned long const&)
 [337] __gnu_cxx::new_allocator<std::string>::~new_allocator() [595] std::_Iter_base<__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >, false>::_S_base(__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >) [596] std::_Miter_base<__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > > >::iterator_type std::__miter_base<__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > > >(__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >)
 [604] __gnu_cxx::new_allocator<std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > > >::new_allocator() [254] std::_Iter_base<__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >, true>::_S_base(__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >) [457] std::_Miter_base<std::__detail::_Hashtable_iterator<std::string, true, false> >::iterator_type std::__miter_base<std::__detail::_Hashtable_iterator<std::string, true, false> >(std::__detail::_Hashtable_iterator<std::string, true, false>)
 [605] __gnu_cxx::new_allocator<std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > > >::~new_allocator() [414] std::_Iter_base<std::__detail::_Hashtable_iterator<std::string, true, false>, false>::_S_base(std::__detail::_Hashtable_iterator<std::string, true, false>) [255] std::_Niter_base<__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > > >(__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >)
 [543] __gnu_cxx::new_allocator<std::pair<std::string const, long> >::new_allocator() [452] std::_Iter_base<std::__detail::_Hash_node<std::string, false>**, false>::_S_base(std::__detail::_Hash_node<std::string, false>**) [458] std::_Niter_base<std::__detail::_Hashtable_iterator<std::string, true, false> >::iterator_type std::__niter_base<std::__detail::_Hashtable_iterator<std::string, true, false> >(std::__detail::_Hashtable_iterator<std::string, true, false>)
 [544] __gnu_cxx::new_allocator<std::pair<std::string const, long> >::~new_allocator() [584] std::_Iter_base<std::__detail::_Hash_node<std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > >, false>**, false>::_S_base(std::__detail::_Hash_node<std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > >, false>**) [453] std::_Niter_base<std::__detail::_Hash_node<std::string, false>**>::iterator_type std::__niter_base<std::__detail::_Hash_node<std::string, false>**>(std::__detail::_Hash_node<std::string, false>**)
 [561] __gnu_cxx::new_allocator<std::pair<std::string, std::string> >::deallocate(std::pair<std::string, std::string>*, unsigned long) [348] std::_Iter_base<std::__detail::_Hash_node<std::pair<std::string const, long>, false>**, false>::_S_base(std::__detail::_Hash_node<std::pair<std::string const, long>, false>**) [586] std::_Niter_base<std::__detail::_Hash_node<std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > >, false>**>::iterator_type std::__niter_base<std::__detail::_Hash_node<std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > >, false>**>(std::__detail::_Hash_node<std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > >, false>**)
 [562] __gnu_cxx::new_allocator<std::pair<std::string, std::string> >::allocate(unsigned long, void const*) [508] std::_Iter_base<std::string*, false>::_S_base(std::string*) [349] std::_Niter_base<std::__detail::_Hash_node<std::pair<std::string const, long>, false>**>::iterator_type std::__niter_base<std::__detail::_Hash_node<std::pair<std::string const, long>, false>**>(std::__detail::_Hash_node<std::pair<std::string const, long>, false>**)
 [153] void __gnu_cxx::new_allocator<std::pair<std::string, std::string> >::construct<std::pair<std::string, std::string> >(std::pair<std::string, std::string>*, std::pair<std::string, std::string>&&) [509] std::string* std::__copy_move<false, false, std::forward_iterator_tag>::__copy_m<std::__detail::_Hashtable_iterator<std::string, true, false>, std::string*>(std::__detail::_Hashtable_iterator<std::string, true, false>, std::__detail::_Hashtable_iterator<std::string, true, false>, std::string*) [517] std::_Niter_base<std::string*>::iterator_type std::__niter_base<std::string*>(std::string*)
 [527] __gnu_cxx::new_allocator<std::pair<std::string, std::string> >::new_allocator() [14] void std::__iter_swap<true>::iter_swap<__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >, __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > > >(__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >, __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >) [95] void std::partial_sort<__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > > >(__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >, __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >, __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >)
 [528] __gnu_cxx::new_allocator<std::pair<std::string, std::string> >::~new_allocator() [161] std::char_traits<char>::compare(char const*, char const*, unsigned long) [117] void std::__adjust_heap<__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >, long, CountPair>(__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >, long, long, CountPair)
 [402] __gnu_cxx::new_allocator<std::vector<std::string, std::allocator<std::string> > >::deallocate(std::vector<std::string, std::allocator<std::string> >*, unsigned long) [156] void std::_Destroy_aux<false>::__destroy<CountPair*>(CountPair*, CountPair*) [518] std::string* std::__copy_move_a<false, std::__detail::_Hashtable_iterator<std::string, true, false>, std::string*>(std::__detail::_Hashtable_iterator<std::string, true, false>, std::__detail::_Hashtable_iterator<std::string, true, false>, std::string*)
 [403] __gnu_cxx::new_allocator<std::vector<std::string, std::allocator<std::string> > >::allocate(unsigned long, void const*) [324] void std::_Destroy_aux<false>::__destroy<std::string*>(std::string*, std::string*) [192] void std::__heap_select<__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > > >(__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >, __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >, __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >)
 [147] __gnu_cxx::new_allocator<std::vector<std::string, std::allocator<std::string> > >::construct(std::vector<std::string, std::allocator<std::string> >*, std::vector<std::string, std::allocator<std::string> > const&) [41] void std::_Destroy_aux<false>::__destroy<std::pair<std::string, std::string>*>(std::pair<std::string, std::string>*, std::pair<std::string, std::string>*) [252] __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > > std::move_backward<__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >, __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > > >(__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >, __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >, __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >)
 [229] void __gnu_cxx::new_allocator<std::vector<std::string, std::allocator<std::string> > >::construct<std::vector<std::string, std::allocator<std::string> > >(std::vector<std::string, std::allocator<std::string> >*, std::vector<std::string, std::allocator<std::string> >&&) [173] void std::_Destroy_aux<false>::__destroy<std::vector<std::string, std::allocator<std::string> >*>(std::vector<std::string, std::allocator<std::string> >*, std::vector<std::string, std::allocator<std::string> >*) [519] std::string* std::__copy_move_a2<false, std::__detail::_Hashtable_iterator<std::string, true, false>, std::string*>(std::__detail::_Hashtable_iterator<std::string, true, false>, std::__detail::_Hashtable_iterator<std::string, true, false>, std::string*)
 [467] __gnu_cxx::new_allocator<std::vector<std::string, std::allocator<std::string> > >::new_allocator() [585] std::_Vector_base<CountPair, std::allocator<CountPair> >::_M_allocate(unsigned long) [248] void std::__insertion_sort<__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > > >(__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >, __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >)
 [468] __gnu_cxx::new_allocator<std::vector<std::string, std::allocator<std::string> > >::~new_allocator() [614] std::_Vector_base<CountPair, std::allocator<CountPair> >::_Vector_impl::_Vector_impl() [5] void std::__introsort_loop<__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >, long>(__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >, __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >, long)
 [461] bool __gnu_cxx::__is_null_pointer<__gnu_cxx::__normal_iterator<char const*, std::string> >(__gnu_cxx::__normal_iterator<char const*, std::string>) [615] std::_Vector_base<CountPair, std::allocator<CountPair> >::_Vector_impl::~_Vector_impl() [569] std::move_iterator<CountPair*> std::make_move_iterator<CountPair*>(CountPair* const&)
 [329] __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >::__normal_iterator(CountPair* const&) [576] std::_Vector_base<CountPair, std::allocator<CountPair> >::_M_deallocate(CountPair*, unsigned long) [166] std::move_iterator<std::string*> std::make_move_iterator<std::string*>(std::string* const&)
  [34] __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >::operator--() [570] std::_Vector_base<CountPair, std::allocator<CountPair> >::_M_get_Tp_allocator() [489] std::move_iterator<std::pair<std::string, std::string>*> std::make_move_iterator<std::pair<std::string, std::string>*>(std::pair<std::string, std::string>* const&)
  [25] __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >::operator++() [616] std::_Vector_base<CountPair, std::allocator<CountPair> >::_Vector_base() [334] std::move_iterator<std::vector<std::string, std::allocator<std::string> >*> std::make_move_iterator<std::vector<std::string, std::allocator<std::string> >*>(std::vector<std::string, std::allocator<std::string> >* const&)
 [367] __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >::__normal_iterator(std::string const* const&) [617] std::_Vector_base<CountPair, std::allocator<CountPair> >::~_Vector_base() [138] std::string* std::uninitialized_copy<__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, std::string*>(__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, std::string*)
 [380] __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >::operator++() [140] std::_Vector_base<std::string, std::allocator<std::string> >::_M_allocate(unsigned long) [216] std::string* std::uninitialized_copy<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string*>(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string*)
 [459] __gnu_cxx::__normal_iterator<char const*, std::string>::operator--() [360] std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_impl::_Vector_impl(std::allocator<std::string> const&) [37] CountPair* std::uninitialized_copy<std::move_iterator<CountPair*>, CountPair*>(std::move_iterator<CountPair*>, std::move_iterator<CountPair*>, CountPair*)
 [460] __gnu_cxx::__normal_iterator<char const*, std::string>::operator++() [418] std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_impl::_Vector_impl() [151] std::string* std::uninitialized_copy<std::move_iterator<std::string*>, std::string*>(std::move_iterator<std::string*>, std::move_iterator<std::string*>, std::string*)
 [291] __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::__normal_iterator(std::string* const&) [340] std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_impl::~_Vector_impl() [61] std::pair<std::string, std::string>* std::uninitialized_copy<std::move_iterator<std::pair<std::string, std::string>*>, std::pair<std::string, std::string>*>(std::move_iterator<std::pair<std::string, std::string>*>, std::move_iterator<std::pair<std::string, std::string>*>, std::pair<std::string, std::string>*)
 [278] __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::operator++() [328] std::_Vector_base<std::string, std::allocator<std::string> >::_M_deallocate(std::string*, unsigned long) [220] std::vector<std::string, std::allocator<std::string> >* std::uninitialized_copy<std::move_iterator<std::vector<std::string, std::allocator<std::string> >*>, std::vector<std::string, std::allocator<std::string> >*>(std::move_iterator<std::vector<std::string, std::allocator<std::string> >*>, std::move_iterator<std::vector<std::string, std::allocator<std::string> >*>, std::vector<std::string, std::allocator<std::string> >*)
 [436] __gnu_cxx::__normal_iterator<std::pair<std::string, std::string>*, std::vector<std::pair<std::string, std::string>, std::allocator<std::pair<std::string, std::string> > > >::__normal_iterator(std::pair<std::string, std::string>* const&) [163] std::_Vector_base<std::string, std::allocator<std::string> >::_M_get_Tp_allocator() [464] std::iterator_traits<__gnu_cxx::__normal_iterator<char const*, std::string> >::iterator_category std::__iterator_category<__gnu_cxx::__normal_iterator<char const*, std::string> >(__gnu_cxx::__normal_iterator<char const*, std::string> const&)
 [297] __gnu_cxx::__normal_iterator<std::pair<std::string, std::string>*, std::vector<std::pair<std::string, std::string>, std::allocator<std::pair<std::string, std::string> > > >::operator++() [211] std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_base(std::_Vector_base<std::string, std::allocator<std::string> >&&) [486] std::iterator_traits<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >::iterator_category std::__iterator_category<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > const&)
 [361] __gnu_cxx::__normal_iterator<std::vector<std::string, std::allocator<std::string> >*, std::vector<std::vector<std::string, std::allocator<std::string> >, std::allocator<std::vector<std::string, std::allocator<std::string> > > > >::__normal_iterator(std::vector<std::string, std::allocator<std::string> >* const&) [419] std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_base() [520] std::iterator_traits<std::__detail::_Hashtable_iterator<std::string, true, false> >::iterator_category std::__iterator_category<std::__detail::_Hashtable_iterator<std::string, true, false> >(std::__detail::_Hashtable_iterator<std::string, true, false> const&)
 [454] __gnu_cxx::__normal_iterator<std::vector<std::string, std::allocator<std::string> >*, std::vector<std::vector<std::string, std::allocator<std::string> >, std::allocator<std::vector<std::string, std::allocator<std::string> > > > >::operator++() [176] std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_base(unsigned long, std::allocator<std::string> const&) [306] std::iterator_traits<unsigned long const*>::iterator_category std::__iterator_category<unsigned long const*>(unsigned long const* const&)
 [258] bool __gnu_cxx::operator==<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >(__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > > const&, __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > > const&) [167] std::_Vector_base<std::string, std::allocator<std::string> >::~_Vector_base() [93] void std::__move_median_first<__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > > >(__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >, __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >, __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >)
 [392] bool __gnu_cxx::operator==<char const*, std::string>(__gnu_cxx::__normal_iterator<char const*, std::string> const&, __gnu_cxx::__normal_iterator<char const*, std::string> const&) [565] std::_Vector_base<std::pair<std::string, std::string>, std::allocator<std::pair<std::string, std::string> > >::_M_allocate(unsigned long) [7] __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > > std::__unguarded_partition<__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >, CountPair>(__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >, __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >, CountPair const&)
 [108] bool __gnu_cxx::operator< <CountPair*, std::vector<CountPair, std::allocator<CountPair> > >(__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > > const&, __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > > const&) [531] std::_Vector_base<std::pair<std::string, std::string>, std::allocator<std::pair<std::string, std::string> > >::_Vector_impl::_Vector_impl() [257] CountPair* std::__copy_move_backward_a<true, CountPair*, CountPair*>(CountPair*, CountPair*, CountPair*)
 [199] __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >::difference_type __gnu_cxx::operator-<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >(__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > > const&, __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > > const&) [532] std::_Vector_base<std::pair<std::string, std::string>, std::allocator<std::pair<std::string, std::string> > >::_Vector_impl::~_Vector_impl() [15] void std::__final_insertion_sort<__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > > >(__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >, __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >)
 [462] __gnu_cxx::__normal_iterator<char const*, std::string>::difference_type __gnu_cxx::operator-<char const*, std::string>(__gnu_cxx::__normal_iterator<char const*, std::string> const&, __gnu_cxx::__normal_iterator<char const*, std::string> const&) [483] std::_Vector_base<std::pair<std::string, std::string>, std::allocator<std::pair<std::string, std::string> > >::_M_deallocate(std::pair<std::string, std::string>*, unsigned long) [139] std::string* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, std::string*, std::string>(__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, std::string*, std::allocator<std::string>&)
